------------------------------------------------------------------------
Inbound Links for,pricetransparency.accureg.net
Scope,fqdn
Sorted by,source_page_authority
Filters:,external+not_deleted
Anchor text,all
Source PLD,all
------------------------------------------------------------------------

URL,Title,Anchor Text,Spam Score,PA,DA,Linking Domains to Page,Target URL,Link Type,Link State,Date First Seen,Date Last Seen,Date Lost,HTTP Status Code,Links to Page,Outbound Domains from Page,Outbound Links from Page
whiteriverhealthsystem.com/index.php/posts/tags/Lynn," White River Health System › Tagged ""Lynn""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-28,2022-02-28,--,200,6,7,8
whiteriverhealthsystem.com/news-and-updates?page=17, White River Health System › News & Updates,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-17,2022-03-26,--,200,2,7,8
whiteriverhealthsystem.com/posts/luis-gerardo, White River Health System › Luis Gerardo,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-14,2022-02-18,--,200,3,7,8
whiteriverhealthsystem.com/posts/diego-figueroa, White River Health System › Diego Figueroa,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-14,2022-02-18,--,200,3,7,8
whiteriverhealthsystem.com/doctors/john-clark-shell-203, White River Health System › John Clark Shell,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-28,--,200,3,7,8
whiteriverhealthsystem.com/index.php/posts/wrmc-information-systems-auxiliary-team-up-to-deliver-flowers-to-brighten-patients-day," White River Health System › WRMC Information Systems, Auxiliary Team Up to Deliver Flowers to Brighten Patients’ Day",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-13,2022-02-16,--,200,2,7,8
whiteriverhealthsystem.com/posts/hidden-smoke-the-dangers-of-passive-smoking, White River Health System › Hidden Smoke: The Dangers of Passive Smoking,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,3,7,8
whiteriverhealthsystem.com/posts/memphis-rae, White River Health System › Memphis Rae,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-16,2022-02-16,--,200,3,7,8
whiteriverhealthsystem.com/doctors/wesley-greer-md, White River Health System › Wesley Greer,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-02,2022-02-08,--,200,4,7,8
whiteriverhealthsystem.com/posts/fiona-margaret, White River Health System › Fiona Margaret,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-17,--,200,3,7,8
whiteriverhealthsystem.com/posts/william-robert, White River Health System › William Robert,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-16,--,200,3,7,8
whiteriverhealthsystem.com/index.php/posts/tags/Saylor," White River Health System › Tagged ""Saylor""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-27,2022-02-27,--,200,4,7,8
whiteriverhealthsystem.com/posts/kaiden-thomas, White River Health System › Kaiden Thomas,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-04,2022-03-07,--,200,4,7,8
whiteriverhealthsystem.com/posts/tags/Sebastian," White River Health System › Tagged ""Sebastian""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-19,2022-02-19,--,200,8,7,8
whiteriverhealthsystem.com/posts/paislee-monroe, White River Health System › Paislee Monroe,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-24,2022-02-24,--,200,6,7,8
whiteriverhealthsystem.com/posts/kaden-wayne, White River Health System › Kaden Wayne,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-14,2022-02-18,--,200,3,7,8
whiteriverhealthsystem.com/posts/josiah-paul, White River Health System › Josiah Paul,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-18,2022-02-18,--,200,5,7,8
www.whiteriverhealthsystem.com/posts/memphis-james, White River Health System › Memphis James,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-18,2022-02-18,--,200,3,7,8
www.whiteriverhealthsystem.com/doctors/barry-pierce-md, White River Health System › Barry Pierce,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-05,2022-02-14,--,200,9,7,8
www.whiteriverhealthsystem.com/doctors/deji-adedokun-md, White River Health System › Deji Adedokun,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-02-01,--,200,13,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Emily," White River Health System › Tagged ""Emily""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-25,2022-03-25,--,200,5,7,8
www.whiteriverhealthsystem.com/posts/tags/White%20River%20Health%20System%20Clinics," White River Health System › Tagged ""White River Health System Clinics""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-29,2022-02-02,--,200,5,7,8
www.whiteriverhealthsystem.com/posts/george-arlo, White River Health System › George Arlo,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-16,2022-03-25,--,200,4,7,8
www.whiteriverhealthsystem.com/doctors/ronald-l-lowery-65, White River Health System › Ronald L. Lowery,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-31,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/doctors/julia-lee-allen-md-4, White River Health System › Julia Lee Allen,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-29,2022-02-08,--,200,5,7,8
www.whiteriverhealthsystem.com/index.php/posts/josie-ann, White River Health System › Josie Ann,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,4,7,8
www.whiteriverhealthsystem.com/posts/childrens-clinic-activity-challenge-winner, White River Health System › The Children's Clinic Activity Challenge Winner,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-02-04,--,200,3,7,8
www.whiteriverhealthsystem.com/?page=5, White River Health System › Home,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-17,2022-02-14,--,200,1,8,9
www.whiteriverhealthsystem.com/index.php/posts/dixon-welcomed-provider, White River Health System › Dixon Welcomed as Provider,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-11,2022-02-14,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/tags/Raquel," White River Health System › Tagged ""Raquel""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-23,2022-03-23,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Coleen," White River Health System › Tagged ""Coleen""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,4,7,8
www.whiteriverhealthsystem.com/posts/tags/Community%20Partnerships," White River Health System › Tagged ""Community Partnerships""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-01-22,2022-01-22,--,200,6,7,8
www.whiteriverhealthsystem.com/posts/tags/The%20Children%27s%20Clinic," White River Health System › Tagged ""The Children's Clinic""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-01,2022-02-08,--,200,5,7,8
www.whiteriverhealthsystem.com/posts/noah-william, White River Health System › Noah William,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-21,2022-02-22,--,200,6,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Breast%20Cancer%20Awareness," White River Health System › Tagged ""Breast Cancer Awareness""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-05,2022-02-08,--,200,8,7,8
www.whiteriverhealthsystem.com/index.php/posts/lennox-orion, White River Health System › Lennox Orion,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-27,2022-03-04,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Josiah," White River Health System › Tagged ""Josiah""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-25,2022-03-25,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/posts/diane-peaster-scmc-employee-month-june-2020, White River Health System › Diane Peaster - SCMC Employee of the Month - June 2020,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-11,2022-02-14,--,200,2,3,4
www.whiteriverhealthsystem.com/index.php/about-us?page=2, White River Health System › About Us,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-10,2022-03-15,--,200,2,8,13
www.whiteriverhealthsystem.com/posts/tags/Emily," White River Health System › Tagged ""Emily""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-24,2022-03-24,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/news-and-updates?page=7, White River Health System › News & Updates,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-07,2022-02-07,--,200,32,7,8
www.whiteriverhealthsystem.com/posts/luminara-meadow, White River Health System › Luminara Meadow,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-14,2022-02-17,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/tags/Judson," White River Health System › Tagged ""Judson""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-17,2022-02-17,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/sadie-kole, White River Health System › Sadie Kole,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-12-21,2022-03-25,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/dr-steve-alexander-provides-community-presentation, White River Health System › Dr. Steve Alexander Provides Community Presentation,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-02-04,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/scmc-doctors?field_first_name_value=&field_last_name_value=&page=0, White River Health System › SCMC Doctors,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-07,2022-02-18,--,200,1,3,4
www.whiteriverhealthsystem.com/index.php/doctors/chad-grady-aprn-134, White River Health System › Chad Grady,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-21,2022-03-01,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/categories/news?page=5, White River Health System › News,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-09,2022-02-13,--,200,13,7,8
www.whiteriverhealthsystem.com/posts/dr-kamoga-named-director, White River Health System › Dr. Kamoga Named Director,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-02-04,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/zaya-kay-rose, White River Health System › Zaya Kay-Rose,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-10-20,2022-01-22,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/nova-lee, White River Health System › Nova Lee,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-12,2022-03-13,--,200,4,7,8
www.whiteriverhealthsystem.com/healthy-living, White River Health System › Healthy Living,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-04-05,2022-01-10,--,200,1,7,8
www.whiteriverhealthsystem.com/index.php/posts/maive-jones, White River Health System › Maive Jones,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/doctors/jennifer-mclaughlin-md, White River Health System › Jennifer McLaughlin,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-29,2022-02-01,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/doctors/david-yarnell-md-facs, White River Health System › David Yarnell,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-23,2022-01-26,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/doctors/brandon-womack-198, White River Health System › Brandon Womack,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-01,2022-03-01,--,200,2,7,8
www.whiteriverhealthsystem.com/doctors/eddie-liu-md, White River Health System › Eddie Liu,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/julio-cesar, White River Health System › Julio Cesar,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-03,2022-02-06,--,200,2,7,8
www.whiteriverhealthsystem.com/about-us?page=2, White River Health System › About Us,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,2,8,13
www.whiteriverhealthsystem.com/posts/jace-reid, White River Health System › Jace Reid,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-09-02,2022-03-10,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/midway-medical-clinic-welcomes-new-provider, White River Health System › Midway Medical Clinic Welcomes New Provider,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-17,2022-02-17,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/why-depression-isnt-something-you-should-ignore, White River Health System › Why depression isn't something you should ignore. ,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-10,2022-02-17,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/white-river-medical-center-joins-partnership-for-life-organ-donation-campaign, White River Health System › White River Medical Center Joins Partnership for Life - Organ Donation Campaign,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-29,2022-03-02,--,200,11,8,9
www.whiteriverhealthsystem.com/posts/tags/Arkansas%20Foundation%20for%20Medical%20Care," White River Health System › Tagged ""Arkansas Foundation for Medical Care""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-01-31,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/reagan-elizabeth, White River Health System › Reagan Elizabeth,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-23,2022-03-23,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/posts/creed-stratton, White River Health System › Creed Stratton,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-30,2022-03-10,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/a-new-hope-against-covid-19-vaccination, White River Health System › A New Hope Against COVID-19: Vaccination,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-20,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/meagan-smith-md-joins-the-children-s-clinic," White River Health System › Meagan Smith, MD joins The Children's Clinic",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-08,2022-03-08,--,200,5,7,8
www.whiteriverhealthsystem.com/index.php/posts/harvey-kamp, White River Health System › Harvey Kamp,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/CPAP%20Failure," White River Health System › Tagged ""CPAP Failure""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-04,2022-02-07,--,200,7,7,8
www.whiteriverhealthsystem.com/how-to-practice-social-distancing, White River Health System › How to Practice Social Distancing,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-25,2022-01-31,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/news-and-updates?page=14, White River Health System › News & Updates,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-12,2022-02-15,--,200,31,7,8
www.whiteriverhealthsystem.com/doctors/wyatt-lydolph-201, White River Health System › Wyatt Lydolph,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-28,--,200,5,7,8
www.whiteriverhealthsystem.com/posts/new-certification-reduces-travel-and-allows-patients-stay-closer-home-during-their-treatment, White River Health System › New Certification Reduces Travel and Allows Patients to Stay Closer to Home During Their Treatment.,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-28,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/certified-lymphedema-therapist, White River Health System › Certified Lymphedema Therapist,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-02-03,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/tags/Jace," White River Health System › Tagged ""Jace""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-22,2022-03-22,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/annual-childrens-clinic-writing-contest-winners, White River Health System › Annual Children's Clinic Writing Contest Winners,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-29,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/tags/Charlie," White River Health System › Tagged ""Charlie""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-25,2022-03-25,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/silas-russell, White River Health System › Silas Russell,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,4,7,8
www.whiteriverhealthsystem.com/posts/wrhs-awarded-aha-stroke-care-efforts, White River Health System › WRHS Awarded by AHA for Stroke Care Efforts,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-29,2022-01-29,--,200,2,8,10
www.whiteriverhealthsystem.com/index.php/posts/donna-joyce, White River Health System › Donna Joyce,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-25,2022-03-25,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Ellen," White River Health System › Tagged ""Ellen""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/categories/virtual-nursery?page=7, White River Health System › Virtual Nursery,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-23,2022-03-23,--,200,12,7,8
www.whiteriverhealthsystem.com/index.php/doctors/patrick-mulick-phd-195, White River Health System › Patrick Mulick,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-24,2022-03-07,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Flynn," White River Health System › Tagged ""Flynn""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/kerr-joins-batesville-family-care, White River Health System › Kerr Joins Batesville Family Care,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-10,2022-02-14,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/amelia-octavia, White River Health System › Amelia Octavia,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/adam-james, White River Health System › Adam James,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-14,2022-02-18,--,200,3,7,8
www.whiteriverhealthsystem.com/?page=3, White River Health System › Home,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-25,--,200,1,8,9
www.whiteriverhealthsystem.com/index.php/posts/azayden-maurice, White River Health System › Azayden Maurice,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/gary-paxson-president-and-ceo-discusses-national-coronavirus-outbreak," White River Health System › Gary Paxson, President and CEO Discusses National Coronavirus Outbreak",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-26,--,200,1,8,10
www.whiteriverhealthsystem.com/index.php/doctors/surinder-sra-md, White River Health System › Surinder Sra,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-09,2022-02-13,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/trystan-maddox, White River Health System › Trystan Maddox,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-24,2022-02-28,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Community%20Partnerships," White River Health System › Tagged ""Community Partnerships""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-12-16,2022-03-23,--,200,6,7,8
www.whiteriverhealthsystem.com/doctors/c-adam-pearrow-82, White River Health System › C. Adam Pearrow,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-25,2022-01-28,--,200,9,7,8
www.whiteriverhealthsystem.com/index.php/doctors/k-raman-desikan-27, White River Health System › K. Raman Desikan,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-28,--,200,10,7,8
www.whiteriverhealthsystem.com/davinci-robotic, White River Health System › daVinci Robotic,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-24,2022-01-31,--,200,3,8,19
www.whiteriverhealthsystem.com/index.php/posts/bennett-tucker, White River Health System › Bennett Tucker,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-27,2022-03-04,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/tags/Ryder," White River Health System › Tagged ""Ryder""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-02-15,2022-02-15,--,200,6,7,8
www.whiteriverhealthsystem.com/index.php/find-a-doctor?page=2, White River Health System › Find A Provider,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-19,2022-02-23,--,200,14,7,8
www.whiteriverhealthsystem.com/posts/tags/5K," White River Health System › Tagged ""5K""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-10-07,2022-01-08,--,200,4,7,8
www.whiteriverhealthsystem.com/index.php/doctors/luke-edgecombe-md, White River Health System › Luke Edgecombe,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-29,--,200,5,7,8
www.whiteriverhealthsystem.com/news-and-updates?page=21, White River Health System › News & Updates,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-24,2022-01-27,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/pulse-december-2019, White River Health System › The Pulse - December - 2019 ,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-20,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/aspen-sage, White River Health System › Aspen Sage,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/wrmc-welcomes-pediatrician, White River Health System › WRMC Welcomes Pediatrician,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-02-04,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/wrhs-installs-new-3d-mammography-machines, White River Health System › WRHS Installs New 3D Mammography Machines,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-31,--,200,7,7,8
www.whiteriverhealthsystem.com/doctors/andy-m-davidson-26, White River Health System › Andy M. Davidson,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-25,2022-01-25,--,200,7,7,8
www.whiteriverhealthsystem.com/index.php/posts/white-river-health-system-offering-care-247, White River Health System › White River Health System offering Care 24/7,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-10,2022-02-17,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/beckett-kohen, White River Health System › Beckett Kohen,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-26,2022-02-27,--,200,2,7,8
www.whiteriverhealthsystem.com/posts/tags/Batesville%20High%20School," White River Health System › Tagged ""Batesville High School""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-26,--,200,1,7,8
www.whiteriverhealthsystem.com/posts/nancy-orr-memorial, White River Health System › Nancy Orr Memorial,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-29,2022-02-01,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Ellis," White River Health System › Tagged ""Ellis""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-26,2022-03-26,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/pulse-january-2020, White River Health System › The Pulse - January 2020,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,3,7,8
www.whiteriverhealthsystem.com/posts/luke-owen, White River Health System › Luke Owen,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-13,2022-02-16,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/find-a-doctor?page=4, White River Health System › Find A Provider,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-19,2022-02-24,--,200,14,7,8
www.whiteriverhealthsystem.com/doctors/facilities/55, White River Health System › North Arkansas Radiology,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-02,2022-03-08,--,200,1,7,8
www.whiteriverhealthsystem.com/index.php/doctors/kim-moser-smith-aprn-162, White River Health System › Kim Moser Smith,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-26,2022-02-27,--,200,2,7,8
www.whiteriverhealthsystem.com/index.php/posts/tags/Clinics," White River Health System › Tagged ""Clinics""",price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2022-03-09,2022-03-09,--,200,4,7,8
www.whiteriverhealthsystem.com/news-and-updates?page=31, White River Health System › News & Updates,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-02-02,--,200,3,7,8
www.whiteriverhealthsystem.com/index.php/posts/white-river-health-system-pulse-may-2019, White River Health System › White River Health System - The Pulse - May 2019,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-16,--,200,2,7,8
www.whiteriverhealthsystem.com/doctors/j-dawson-dawson-irvin-45, White River Health System › J. Dawson Irvin,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-24,2022-01-31,--,200,9,7,8
www.whiteriverhealthsystem.com/index.php/posts/vinson-welcomed-stone-county-medical-center, White River Health System › Vinson Welcomed to Stone County Medical Center,price transparency,4%,23,36,0,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-17,2022-02-18,--,200,2,7,8
